symbol,timeframe,slice_combination,regime,regime_symbol,diagnostic_status,regime_window_rows,slice_n,slice_mean_ret_costadj,slice_win_rate,slice_t_stat_nw,slice_p_value_nw,slice_pass,baseline_mean_ret_costadj,excess_vs_baseline,best_parent_filter,best_parent_mean_ret_costadj,excess_vs_best_parent,rank,bin_mode,validation_n_folds,side,verdict,triage_bucket,train_n,train_pass,valid_n,valid_pass,valid_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_excess_vs_best_parent,valid_p_value_nw,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,scenario_survived_count,scenario_positive_baseline_excess_count,scenario_positive_parent_excess_count,scenario_significant_count,robustness_score,default_verdict,cost2_verdict,cost5_verdict,split06_verdict,split08_verdict,short_borrow2_verdict,short_borrow5_verdict,short_borrow10_verdict,best_fwd_horizon,search_wide_family_size_regime,search_wide_rank_regime,search_wide_bh_pass_regime,search_wide_bonferroni_pass_regime,research_shard_id,candidate_key,strict_gate_pass,status,live_decay_flag,not_regime_evaluated,all_regime_mean_ret_costadj,regime_excess_vs_all,regime_candidate_status
XRP/USD,1d,cross_TLT_state_slope=uptrend + state_slope=flat,bull,BTC/USD,ok,332,32,0.011553974988834337,0.59375,0.890764798254295,0.3730553637490055,False,-0.01867915717188282,0.030233132160717158,state_slope=flat,0.018723786024606174,-0.007169811035771837,49,rolling,4,short,rejected,late_emerging_valid_supported,65,False,29,True,0.0170540795423139,0.0093142088601093,cross_TLT_state_slope=uptrend,0.0142418288408886,0.0448703184338663,0,0,0.0,0,8,8,5,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,76,False,False,crypto-1d-02,,False,,,False,0.0004104564002204681,0.01114351858861387,regime_switching_research_only
SUSHI/USD,1d,state_ret_day=ret_day_flat + state_ext=neutral,bull,BTC/USD,ok,515,19,0.011199363033069265,0.5789473684210527,0.4793305932755303,0.6317034612074737,False,-0.004739228921362978,0.015938591954432244,state_ret_day=ret_day_flat,-0.002835189255302061,0.014034552288371326,42,rolling,4,long,rejected,late_emerging_valid_supported,42,False,29,True,0.0312476408988304,0.0480096544615274,state_ext=neutral,0.03331468459625,0.0492242925766248,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,98,False,False,crypto-1d-02,SUSHI/USD|1d|state_ret_day=ret_day_flat + state_ext=neutral|rolling,False,research_only,False,False,0.02418261245363594,-0.012983249420566676,regime_switching_research_only
LTC/USD,1d,cross_USO_state_slope=uptrend + state_slope=downtrend,bull,BTC/USD,ok,515,25,0.010973164111968931,0.64,1.2962565598163114,0.19488710926268027,False,-0.0012940744843032126,0.012267238596272144,cross_USO_state_slope=uptrend,0.009568566365800953,0.0014045977461679786,43,rolling,4,short,rejected,late_emerging_valid_supported,49,False,59,True,0.0243183140556868,0.0221292338271449,cross_USO_state_slope=uptrend,0.0134777273123748,0.0445943052388204,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,57,False,False,crypto-1d-02,,False,,,False,0.019358256541489306,-0.008385092429520374,regime_switching_research_only
BCH/USD,1h,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=downtrend + state_ext=neutral,bull,BTC/USD,ok,2308,8,0.009762155710658922,0.875,2.074010726252902,0.03807831469873335,False,-0.000561486160671658,0.01032364187133058,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=downtrend,0.0026187078021573823,0.00714344790850154,2,rolling,4,long,rejected,late_emerging_recent_only,50,False,16,True,0.0081220266705254,0.0123674050681179,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=downtrend,0.0064636511051751,0.0013461598336732,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,27,False,False,crypto-1h-00,,False,,,False,0.0017966775314766092,0.007965478179182313,unsupported
DOGE/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral + state_ext=stretched_down,bull,BTC/USD,ok,515,34,0.009457147094159467,0.6764705882352942,0.31443046304380984,0.7531941223557901,False,-0.009313227039961937,0.018770374134121404,state_ext=stretched_down,0.02216425318861143,-0.012707106094451963,22,rolling,4,short,rejected,late_emerging_valid_supported,41,False,80,True,0.0270145018776517,0.0199683751093643,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral,0.0014009931849314,0.0233876457208386,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,115,False,False,crypto-1d-01,,False,,,False,0.011808318197091227,-0.0023511711029317595,regime_switching_research_only
LTC/USD,1d,cross_USO_state_ext=stretched_up + state_ext=stretched_up,bull,BTC/USD,ok,515,83,0.00889216615793268,0.5903614457831325,0.6865643320102128,0.4923573116036284,False,-0.0012940744843032126,0.010186240642235894,cross_USO_state_ext=stretched_up,0.006697161618297924,0.0021950045396347566,17,rolling,4,short,rejected,late_emerging_recent_only,188,False,52,True,0.019523779756827,0.017334699528285,state_ext=stretched_up,0.0086701097054961,0.0031127523954905,1,1,0.25,0,8,7,8,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,86,False,False,crypto-1d-02,,False,,,False,0.009210635225461934,-0.00031846906752925307,regime_switching_research_only
ETH/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bull,BTC/USD,ok,515,168,0.008365246548570585,0.5654761904761905,0.7927929352591249,0.42789847325803887,False,-0.010054556231654565,0.018419802780225147,cross_USO_state_vol=low_vol,0.004144284955488421,0.004220961593082164,4,rolling,4,short,rejected,late_emerging_valid_supported,155,False,58,True,0.0296098795752239,0.0317184273326474,cross_USO_state_vol=low_vol,0.0208187392458052,0.0271768737864555,2,1010,0.5,0,8,8,7,8.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,82,False,False,crypto-1d-01,,False,,,False,0.013443329950240812,-0.005078083401670227,regime_switching_research_only
SOL/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral + state_ext=stretched_up,bull,BTC/USD,ok,289,21,0.00808365107517335,0.5714285714285714,0.2996640436931366,0.7644334278154257,False,-0.11127433325793668,0.11935798433311003,cross_USO_state_slope=uptrend + state_ext=stretched_up,0.03988101025114997,-0.03179735917597662,27,rolling,4,short,rejected,late_emerging_recent_only,24,False,31,True,0.0355425242092196,0.0327533174496005,cross_USO_state_slope=uptrend + state_ext=stretched_up,0.0049550068484702,0.0114430395667375,1,1,0.25,0,8,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,116,False,False,crypto-1d-02,,False,,,False,0.021824419370510377,-0.013740768295337028,regime_switching_research_only
BCH/USD,1d,state_ext=neutral + state_vol=mid_vol,bull,BTC/USD,ok,515,34,0.007605822482852972,0.38235294117647056,0.41103590085461683,0.6810462101543902,False,0.011064795148448993,-0.0034589726655960213,state_ext=neutral,0.016222774983718373,-0.008616952500865402,6,rolling,4,long,rejected,late_emerging_recent_only,42,False,32,True,0.0352683641508737,0.0420489778693247,state_ext=neutral,0.0185174644815196,0.0312322491616021,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,107,False,False,crypto-1d-00,BCH/USD|1d|state_ext=neutral + state_vol=mid_vol|rolling,False,research_only,False,False,0.009793001772612895,-0.0021871792897599227,unsupported
CRV/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bull,BTC/USD,ok,395,109,0.007334102654301778,0.5504587155963303,0.21722925201846746,0.8280296891159087,False,-0.007950843229596606,0.015284945883898384,cross_USO_state_vol=low_vol,0.020345754565588226,-0.013011651911286448,25,rolling,4,short,rejected,late_emerging_valid_supported,131,False,23,True,0.0775358117284368,0.0658212228308145,state_ext=stretched_up,0.041367491709227,0.0203395736347409,1,10,0.25,0,7,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,121,False,False,crypto-1d-01,,False,,,False,0.0026731266683271263,0.004660975985974652,regime_switching_research_only
BCH/USD,1d,state_ext=neutral + state_slope=uptrend,bull,BTC/USD,ok,515,35,0.0071627971825947824,0.42857142857142855,0.40560544594463616,0.6850325267475157,False,0.011064795148448993,-0.0039019979658542108,state_ext=neutral,0.016222774983718373,-0.009059977801123591,26,rolling,4,long,rejected,late_emerging_valid_supported,52,False,24,True,0.0502442729753296,0.0570248866937806,state_ext=neutral,0.0334933733059754,0.0048091644486811,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,109,False,False,crypto-1d-00,BCH/USD|1d|state_ext=neutral + state_slope=uptrend|rolling,False,research_only,False,False,0.009057886879925937,-0.0018950896973311546,unsupported
XRP/USD,1d,cross_TLT_state_slope=uptrend + state_ext=stretched_up,bull,BTC/USD,ok,332,72,0.006715970249554785,0.625,0.3982662471081074,0.6904339378763003,False,-0.01867915717188282,0.025395127421437604,cross_TLT_state_slope=uptrend,0.007470250060524308,-0.0007542798109695234,15,rolling,4,short,rejected,late_emerging_valid_supported,105,False,15,True,0.0375104371146984,0.0297705664324938,state_ext=stretched_up,0.0123943429417565,0.0002030086043107,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,110,False,False,crypto-1d-02,,False,,,False,0.014237357433532171,-0.007521387183977386,regime_switching_research_only
BCH/USD,1d,cross_USO_state_ext=stretched_down + state_ext=neutral,bull,BTC/USD,ok,515,32,0.006713773099003148,0.4375,0.5542902631375051,0.5793802128909629,False,0.011064795148448993,-0.004351022049445845,state_ext=neutral,0.016222774983718373,-0.009509001884715224,20,rolling,4,long,rejected,late_emerging_valid_supported,63,False,18,True,0.0588585342800632,0.0656391479985142,state_ext=neutral,0.042107634610709,0.0303702518739901,0,0,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,94,False,False,crypto-1d-00,,False,,,False,0.02050096904433224,-0.013787195945329091,unsupported
AAVE/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bull,BTC/USD,ok,515,160,0.006196340939706828,0.56875,0.3629840276826147,0.7166168158541879,False,-0.006850746648017595,0.013047087587724424,cross_USO_state_vol=low_vol,0.0055989807285542394,0.0005973602111525884,24,rolling,4,short,rejected,late_emerging_valid_supported,182,False,49,True,0.0421455746932161,0.0396426630380858,cross_USO_state_vol=low_vol,0.0227757741054184,0.0075369171978514,1,1000,0.25,0,8,7,6,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,112,False,False,crypto-1d-00,,False,,,False,0.011740700263522945,-0.005544359323816117,regime_switching_research_only
BTC/USD,1d,state_ext=neutral + state_vol=mid_vol,bull,BTC/USD,ok,515,28,0.006083817954470517,0.5,0.4616504826446873,0.6443319862503052,False,-0.006845659532854978,0.012929477487325494,state_ext=neutral,0.002336066503420395,0.0037477514510501223,34,rolling,4,short,rejected,late_emerging_valid_supported,53,False,34,True,0.0200330315018162,0.0211067097517377,state_vol=mid_vol,0.0143478061542676,0.0305562267544976,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,101,False,False,crypto-1d-00,BTC/USD|1d|state_ext=neutral + state_vol=mid_vol|rolling,False,research_only,False,False,0.008505263454046072,-0.002421445499575555,regime_switching_research_only
DOGE/USD,1h,state_ext=stretched_up + state_vol=high_vol,bull,BTC/USD,ok,2308,126,0.005382103993183942,0.5793650793650794,1.3056432726153575,0.19167389744036134,False,0.0011407447908734106,0.004241359202310531,state_vol=high_vol,0.004221079574479384,0.001161024418704558,1,rolling,4,short,rejected,late_emerging_regime_switching,362,False,38,True,0.0139153509798041,0.0175150613243558,state_ext=stretched_up,0.014131386817834,0.0038651230944175,2,11,0.5,0,8,8,8,9.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,55,False,False,crypto-1h-01,,False,,,False,0.0024250025826934364,0.002957101410490506,regime_switching_research_only
CRV/USD,1h,cross_USO_state_vol=low_vol + state_ext=stretched_up,bull,BTC/USD,ok,2307,148,0.005212057909002778,0.5540540540540541,1.4357365206201247,0.15107732902617932,False,0.0014433108531442967,0.0037687470558584817,state_ext=stretched_up,0.00429973444349838,0.0009123234655043985,3,rolling,4,short,rejected,late_emerging_regime_switching,292,False,55,True,0.0091328258388832,0.0132597138699316,state_ext=stretched_up,0.0104449588424069,0.0158452876903318,2,1001,0.5,0,8,8,7,8.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,49,False,False,crypto-1h-01,,False,,,False,0.003047885836160274,0.0021641720728425044,regime_switching_research_only
XRP/USD,1h,cross_USO_state_slope=uptrend + cross_TLT_state_slope=uptrend + state_ext=stretched_down,bull,BTC/USD,ok,2308,3,0.00488235822608812,0.6666666666666666,1.7739371370876715,0.07607354903123031,False,-0.0010822719371947802,0.0059646301632829005,cross_TLT_state_slope=uptrend + state_ext=stretched_down,0.008901658865749442,-0.004019300639661322,18,rolling,4,long,rejected,late_emerging_valid_supported,26,False,59,True,0.005167794461248,0.0086067668194469,cross_TLT_state_slope=uptrend + state_ext=stretched_down,0.0019979618053663,0.0394904838754537,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,35,False,False,crypto-1h-02,,False,,,False,0.005044871136796893,-0.00016251291070877236,unsupported
BCH/USD,1d,state_volume=vol_normal + state_ext=neutral,bull,BTC/USD,ok,515,24,0.0046115288460723295,0.4583333333333333,0.31851753503437136,0.7500923956944026,False,0.011064795148448993,-0.006453266302376664,state_ext=neutral,0.016222774983718373,-0.011611246137646043,28,rolling,4,long,rejected,late_emerging_valid_supported,58,False,26,True,0.0333661977809021,0.0401468114993531,state_ext=neutral,0.016615298111548,0.0045479176215923,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,114,False,False,crypto-1d-00,,False,,,False,0.007654963774896465,-0.003043434928824135,unsupported
UNI/USD,1d,cross_TLT_state_slope=downtrend + state_slope=flat,bull,BTC/USD,ok,515,28,0.00412340739742014,0.6785714285714286,0.12517463744008298,0.900385295688837,False,-0.012337877889713977,0.016461285287134118,cross_TLT_state_slope=downtrend,0.00926777349968022,-0.005144366102260081,24,rolling,4,short,rejected,late_emerging_recent_only,148,False,26,True,0.0409792232840439,0.0389166508852567,cross_TLT_state_slope=downtrend,0.0155921817871601,0.0006086554784467,1,1,0.25,0,7,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,130,False,False,crypto-1d-02,,False,,,False,0.0059101162703261755,-0.0017867088729060353,regime_switching_research_only
AAVE/USD,1d,cross_USO_state_slope=downtrend + state_slope=uptrend,bull,BTC/USD,ok,515,52,0.0037460067602430158,0.4230769230769231,0.2162979925717526,0.8287554737276088,False,0.006450746648017597,-0.0027047398877745816,cross_USO_state_slope=downtrend,0.01844945144427083,-0.014703444684027815,11,rolling,4,long,rejected,late_emerging_valid_supported,112,False,62,True,0.0395236006769547,0.049026512332085,state_slope=uptrend,0.028736319116366,0.0376468808090892,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,122,False,False,crypto-1d-00,,False,,,False,0.01830519713833919,-0.014559190378096174,unsupported
LTC/USD,1d,cross_USO_state_ext=stretched_up + cross_TLT_state_slope=flat + state_ext=stretched_up,bull,BTC/USD,ok,515,49,0.0035857909212613196,0.5918367346938775,0.23502742148133526,0.8141874499868367,False,-0.0012940744843032126,0.004879865405564532,cross_USO_state_ext=stretched_up + state_ext=stretched_up,0.00889216615793268,-0.005306375236671362,55,rolling,4,short,rejected,late_emerging_valid_supported,53,False,30,True,0.0243514472210442,0.0221623669925023,cross_USO_state_ext=stretched_up + state_ext=stretched_up,0.0048276674642172,0.0043703584807637,0,0,0.0,0,8,6,6,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,120,False,False,crypto-1d-02,,False,,,False,0.021617586539843362,-0.018031795618582043,regime_switching_research_only
DOGE/USD,1h,state_weekpart=weekday + state_ext=stretched_up + state_vol=high_vol,bull,BTC/USD,ok,2308,100,0.002466327351547366,0.54,0.5419164917223089,0.5878760352209009,False,0.0011407447908734106,0.0013255825606739552,state_ext=stretched_up + state_vol=high_vol,0.005382103993183942,-0.0029157766416365765,2,rolling,4,short,rejected,late_emerging_regime_switching,261,False,30,True,0.0167271860676045,0.0203268964121562,state_ext=stretched_up + state_vol=high_vol,0.0028118350878004,0.0044056605317199,2,11,0.5,0,8,8,8,9.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,97,False,False,crypto-1h-01,,False,,,False,0.003136935719468354,-0.000670608367920988,regime_switching_research_only
LINK/USD,1d,cross_USO_state_ext=stretched_up + cross_TLT_state_slope=flat + state_ext=stretched_up,bull,BTC/USD,ok,515,54,0.0018171003113870144,0.5555555555555556,0.09918260354034884,0.9209932871101791,False,-0.007206504969108993,0.009023605280496007,cross_USO_state_ext=stretched_up + state_ext=stretched_up,0.014045750034352333,-0.012228649722965319,42,rolling,4,short,rejected,late_emerging_valid_supported,66,False,50,True,0.028344215330683,0.0267459856366824,cross_USO_state_ext=stretched_up + state_ext=stretched_up,0.0061325469088434,0.0366517110551742,0,0,0.0,0,8,6,6,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,133,False,False,crypto-1d-01,,False,,,False,0.021659716464104636,-0.01984261615271762,regime_switching_research_only
LTC/USD,1d,cross_USO_state_slope=uptrend + state_ext=stretched_down,bull,BTC/USD,ok,515,50,0.0017528239329712464,0.62,0.15809683959196608,0.8743804909343358,False,-0.0012940744843032126,0.003046898417274459,cross_USO_state_slope=uptrend,0.009568566365800953,-0.007815742432829707,44,rolling,4,short,rejected,late_emerging_valid_supported,109,False,97,True,0.0206697825613263,0.0184807023327844,cross_USO_state_slope=uptrend,0.0098291958180142,0.0325678356603589,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,126,False,False,crypto-1d-02,,False,,,False,0.0057566260687968674,-0.004003802135825621,regime_switching_research_only
BCH/USD,1d,state_ret_day=ret_day_down + state_ext=neutral,bull,BTC/USD,ok,515,22,0.0016838527891170948,0.4090909090909091,0.116459006458965,0.9072887730795332,False,0.011064795148448993,-0.009380942359331899,state_ext=neutral,0.016222774983718373,-0.014538922194601279,29,rolling,4,long,rejected,late_emerging_valid_supported,33,False,28,True,0.0329225443917062,0.0397031581101572,state_ext=neutral,0.016171644722352,0.0398519360414875,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,131,False,False,crypto-1d-00,BCH/USD|1d|state_ret_day=ret_day_down + state_ext=neutral|rolling,False,research_only,False,False,0.009888464446325403,-0.00820461165720831,unsupported
DOGE/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bull,BTC/USD,ok,515,158,0.0014093892622359994,0.5759493670886076,0.06660965331628389,0.9468924605807238,False,-0.009313227039961937,0.010722616302197936,cross_USO_state_vol=low_vol,0.012568444651167522,-0.011159055388931523,17,rolling,4,short,rejected,late_emerging_valid_supported,152,False,47,True,0.0472663547965139,0.0402202280282266,cross_USO_state_vol=low_vol,0.0270570749330557,0.0239069868281447,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,134,False,False,crypto-1d-01,,False,,,False,0.007303015549745049,-0.00589362628750905,regime_switching_research_only
CRV/USD,1h,state_weekpart=weekend + state_ext=stretched_up + state_vol=low_vol,bull,BTC/USD,ok,2307,75,0.0011480915758971437,0.6,0.33448358499445785,0.7380146756005037,False,0.0014433108531442967,-0.00029521927724715296,state_ext=stretched_up,0.00429973444349838,-0.003151642867601236,4,rolling,4,short,rejected,late_emerging_recent_only,144,False,34,True,0.0109057454721743,0.0150326335032227,state_weekpart=weekend + state_ext=stretched_up,0.0067930066940011,3.463670796177709e-06,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,113,False,False,crypto-1h-01,,False,,,False,0.002548553193834859,-0.0014004616179377153,unsupported
ETH/USD,1h,cross_USO_state_slope=flat + cross_TLT_state_slope=flat + state_ext=stretched_up,bull,BTC/USD,ok,2307,38,7.544767356154256e-05,0.5789473684210527,0.022611927121798076,0.981959829793527,False,-0.0001787153597351212,0.0002541630332966638,cross_USO_state_slope=flat + state_ext=stretched_up,0.0018742585627919272,-0.0017988108892303847,6,rolling,4,short,rejected,late_emerging_recent_only,60,False,15,True,0.00448218337211,0.0083821996859006,cross_USO_state_slope=flat + state_ext=stretched_up,0.0015867274600923,0.0329935029620838,1,1,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,135,False,False,crypto-1h-01,,False,,,False,0.0016341190387331444,-0.001558671365171602,regime_switching_research_only
LTC/USD,1h,cross_TLT_state_slope=uptrend + state_ext=stretched_down,bull,BTC/USD,ok,2307,23,-0.0006033874100294745,0.5652173913043478,-0.1294475103036281,0.8970035561046645,False,-0.0014712996628385776,0.0008679122528091031,cross_TLT_state_slope=uptrend,-0.0015921801961010637,0.0009887927860715892,1,rolling,4,long,rejected,late_emerging_recent_only,267,False,39,True,0.0066164532289929,0.0097800679178371,state_ext=stretched_down,0.006804473549032,0.0179730254203402,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,129,False,False,crypto-1h-02,,False,,,False,0.002452754930331983,-0.0030561423403614573,unsupported
DOT/USD,1d,cross_USO_state_slope=uptrend + state_ext=stretched_up,bull,BTC/USD,ok,395,15,-0.001182524531253254,0.5333333333333333,-0.02207147926843522,0.982390937178979,False,0.0018012901822515531,-0.002983814713504807,cross_USO_state_slope=uptrend,0.03766546085311525,-0.038847985384368504,13,rolling,4,short,rejected,late_emerging_recent_only,24,False,39,True,0.0448530282217905,0.0290173214088368,state_ext=stretched_up,0.0106327490397577,0.0003710372841794,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,136,False,False,crypto-1d-01,,False,,,False,0.03125904605968525,-0.0324415705909385,unsupported
BTC/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bull,BTC/USD,ok,515,179,-0.0012079826832049976,0.553072625698324,-0.1550140991508097,0.8768102021490445,False,-0.006845659532854978,0.00563767684964998,cross_USO_state_vol=low_vol,-0.000853759099716638,-0.0003542235834883596,14,rolling,4,short,rejected,late_emerging_recent_only,174,False,57,True,0.0143403455134545,0.015414023763376,cross_USO_state_vol=low_vol,0.0138786359121817,0.0151628443755882,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,127,False,False,crypto-1d-00,,False,,,False,5.2362765801230634e-05,-0.0012603454490062282,unsupported
BTC/USD,1d,state_ext=neutral + state_slope=flat,bull,BTC/USD,ok,515,75,-0.001250150616779984,0.6133333333333333,-0.15449875368302954,0.8772164938381803,False,-0.006845659532854978,0.0055955089160749935,state_ext=neutral,0.002336066503420395,-0.003586217120200379,33,rolling,4,short,rejected,late_emerging_valid_supported,148,False,66,True,0.0173159686768569,0.0183896469267783,state_ext=neutral,0.0146719862045565,0.0319606196185346,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,128,False,False,crypto-1d-00,BTC/USD|1d|state_ext=neutral + state_slope=flat|rolling,False,research_only,False,False,-0.0001800940790840671,-0.001070056537695917,unsupported
LTC/USD,1d,state_ext=stretched_up + state_slope=flat,bull,BTC/USD,ok,515,85,-0.0024258154038778045,0.5529411764705883,-0.18068992084360783,0.8566109705672622,False,-0.0012940744843032126,-0.0011317409195745918,state_ext=stretched_up,-0.0001831951800276431,-0.0022426202238501614,33,rolling,4,short,rejected,late_emerging_recent_only,150,False,75,True,0.0180444080822238,0.0158553278536818,state_ext=stretched_up,0.007190738030893,0.0471774884861539,1,1,0.25,0,8,7,6,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,125,False,False,crypto-1d-02,LTC/USD|1d|state_ext=stretched_up + state_slope=flat|rolling,False,research_only,False,False,0.0041368462760955505,-0.0065626616799733545,unsupported
SOL/USD,1d,cross_TLT_state_ext=stretched_down + state_ext=stretched_down,bull,BTC/USD,ok,289,26,-0.002858126446990226,0.46153846153846156,-0.10299561659059542,0.9179664499067568,False,-0.11127433325793668,0.10841620681094645,state_ext=stretched_down,-0.022726983650687562,0.019868857203697337,32,rolling,4,short,rejected,late_emerging_recent_only,213,False,16,True,0.0220823093521289,0.0192931025925097,cross_TLT_state_ext=stretched_down,0.0147296879935666,0.0428406804430814,1,1,0.25,0,7,7,6,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,132,False,False,crypto-1d-02,,False,,,False,0.00588925289724633,-0.008747379344236555,unsupported
ADA/USD,1h,cross_TLT_state_slope=uptrend + state_ext=stretched_down,bull,BTC/USD,ok,1177,18,-0.0031633003440676155,0.3888888888888889,-0.63084170198242,0.5281440333296648,False,-0.000982501974907479,-0.0021807983691601368,cross_TLT_state_slope=uptrend,-0.0030874013612886826,-7.589898277893291e-05,1,rolling,4,long,rejected,late_emerging_recent_only,114,False,70,True,0.0081323595778761,0.0108122405217116,state_ext=stretched_down,0.008032480573615,0.0344542952974773,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,90,False,False,crypto-1h-00,,False,,,False,0.003633446448853875,-0.00679674679292149,unsupported
DOT/USD,1h,state_ret_day=ret_day_up + state_ext=stretched_down,bull,BTC/USD,ok,2307,10,-0.003571697164875731,0.4,-0.667424433989035,0.5045010628871163,False,0.001278900315619634,-0.004850597480495366,state_ext=stretched_down,0.0011383406079477814,-0.004710037772823512,7,rolling,4,short,rejected,late_emerging_valid_supported,27,False,18,True,0.007070945126099,0.0104347015213906,state_ret_day=ret_day_up,0.0085933029865968,0.002839945420183,0,0,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,89,False,False,crypto-1h-01,,False,,,False,0.004618936125384502,-0.008190633290260233,unsupported
SUSHI/USD,1d,state_ret_day=ret_day_up + state_ext=stretched_up,bull,BTC/USD,ok,515,114,-0.004719241895353937,0.5701754385964912,-0.1868470526392293,0.8517805538333088,False,0.004339228921362992,-0.00905847081671693,state_ret_day=ret_day_up,0.006387661684988991,-0.011106903580342928,34,rolling,4,short,rejected,late_emerging_recent_only,195,False,72,True,0.0352993411574836,0.0255373275947867,state_ret_day=ret_day_up,0.0052965340886487,0.047916866895834,1,1,0.25,0,8,7,6,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,124,False,False,crypto-1d-02,SUSHI/USD|1d|state_ret_day=ret_day_up + state_ext=stretched_up|rolling,False,research_only,False,False,0.005063495443231925,-0.00978273733858586,unsupported
