rank,symbol,timeframe,slice_combination,side,verdict,triage_bucket,train_n,train_pass,valid_n,valid_pass,valid_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_excess_vs_best_parent,valid_p_value_nw,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,scenario_survived_count,scenario_positive_baseline_excess_count,scenario_positive_parent_excess_count,scenario_significant_count,robustness_score,default_verdict,cost2_verdict,cost5_verdict,split06_verdict,split08_verdict,short_borrow2_verdict,short_borrow5_verdict,short_borrow10_verdict,search_wide_family_size,search_wide_rank,search_wide_bh_pass,search_wide_bonferroni_pass
3994,AA,1h,state_session=lunch + state_slope=uptrend,long,rejected,sample_starved_unsupported,120,False,40,False,0.00517459057220457,0.007881466214960994,state_slope=uptrend,0.00020348163117017443,0.521166478145263,0,0000,0.0,0,8,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5966,False,False
3995,HUM,1h,state_session=lunch + state_ext=neutral + state_slope=flat,short,rejected,sample_starved_unsupported,83,False,48,False,-0.003999746112712818,0.00455033418236568,state_ext=neutral + state_slope=flat,0.00019905008405129553,0.38089374385758235,0,0000,0.0,0,8,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4688,False,False
3996,FCX,1h,state_session=afternoon + state_ext=neutral + state_slope=uptrend,short,rejected,sample_starved_unsupported,38,False,12,False,0.006433357572865522,0.007387367594062006,state_session=afternoon + state_ext=neutral,0.00019878514951605052,0.45030704955065337,0,0000,0.0,0,7,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5354,False,False
3997,SLB,1h,state_session=morning + state_ext=neutral + state_slope=uptrend,short,rejected,sample_starved_unsupported,83,False,26,False,0.0011531393845496947,0.0013053592190778362,state_session=morning,0.00019262590962155156,0.6889437240745946,0,0000,0.0,0,6,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7407,False,False
3998,BLK,1h,state_session=morning + state_ext=neutral + state_slope=downtrend,long,rejected,sample_starved_unsupported,92,False,36,False,0.0019968125774240983,0.0018696138788656092,state_session=morning + state_ext=neutral,0.00018036925216222393,0.43026455985301637,0,0000,0.0,0,8,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5135,False,False
3999,XLY,1h,state_ext=stretched_down + state_vol=mid_vol,long,rejected,sample_starved_unsupported,25,False,35,False,0.0021020872331338736,0.001892304290747409,state_ext=stretched_down,0.00017288185235187696,0.44488867815500366,0,0000,0.0,0,8,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5291,False,False
4000,XME,1h,state_session=morning + state_ext=stretched_up + state_slope=uptrend,short,rejected,sample_starved_unsupported,131,False,37,False,0.0004464071088439037,0.0002749903307097772,state_session=morning,0.0001651330822920886,0.8767328799659628,0,0000,0.0,0,6,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9034,False,False
4001,WMT,1h,state_session=morning + state_ext=neutral + state_slope=downtrend,long,rejected,sample_starved_unsupported,115,False,42,False,0.0027633653424113747,0.003974042178766305,state_ext=neutral + state_slope=downtrend,0.00016261409575009595,0.12993446634519934,0,0000,0.0,0,8,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,2147,False,False
4002,XLU,1h,state_session=afternoon + state_ext=neutral + state_slope=downtrend,short,rejected,sample_starved_unsupported,104,False,45,False,0.0015196400704396394,0.001388335159505477,state_ext=neutral + state_slope=downtrend,0.0001583806381557861,0.564726735072677,0,0000,0.0,0,8,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6336,False,False
4003,PDD,1h,state_session=morning + state_ext=neutral + state_slope=uptrend,long,rejected,sample_starved_unsupported,95,False,31,False,0.0017326727107452543,0.0039039207971953236,state_ext=neutral + state_slope=uptrend,0.00014917586079403662,0.5368138138647769,0,0000,0.0,0,8,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6093,False,False
4004,UNG,1h,state_session=lunch + state_ext=neutral + state_slope=flat,long,rejected,sample_starved_unsupported,67,False,36,False,0.0021758242097524366,0.002878953995210416,state_ext=neutral + state_slope=flat,0.0001439704712724128,0.7110957660656205,0,0000,0.0,0,7,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7625,False,False
4005,SLV,1h,state_session=afternoon + state_ext=stretched_up,short,rejected,sample_starved_unsupported,133,False,35,False,0.001232135598675402,0.0005660206068420586,state_ext=stretched_up,0.00013087419009970552,0.764976348236891,0,0000,0.0,0,6,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8085,False,False
4006,MPC,1h,state_session=afternoon + state_ext=stretched_up,long,rejected,sample_starved_unsupported,58,False,41,False,0.0032848850361035953,0.0019336230279058133,state_session=afternoon,0.00012259568557486692,0.38454962384294333,0,0000,0.0,0,8,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4721,False,False
4007,AEP,1h,state_session=morning + state_ext=neutral + state_slope=uptrend,short,rejected,sample_starved_unsupported,128,False,45,False,0.0003069243606820039,0.0008250675434396283,state_session=morning + state_slope=uptrend,0.00011417855324696063,0.8196413870751587,0,0000,0.0,0,8,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8530,False,False
4008,PSX,1h,state_session=lunch + state_slope=downtrend,long,rejected,sample_starved_unsupported,111,False,47,False,0.0003947869256154061,0.0002952035372605802,state_session=lunch,0.0001093395449920598,0.9035612994928208,0,0000,0.0,0,6,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9267,False,False
4009,AMGN,1h,state_session=afternoon + state_ext=stretched_down,short,rejected,sample_starved_unsupported,39,False,20,False,-0.0004219666039994567,8.264558861017726e-05,state_session=afternoon,0.00010045167356264743,0.9112200927909715,0,0000,0.0,0,6,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9323,False,False
4010,XLP,1h,state_session=afternoon + state_slope=flat,long,rejected,sample_starved_unsupported,126,False,48,False,0.0010584718371463495,0.0012482978489800223,state_slope=flat,9.898899170285704e-05,0.5215253116145577,0,0000,0.0,0,7,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5969,False,False
4011,HD,1h,state_session=afternoon + state_ext=neutral + state_slope=flat,short,rejected,sample_starved_unsupported,132,False,35,False,0.000654507055828407,0.0013427429348560741,state_session=afternoon + state_ext=neutral,9.828357118673106e-05,0.8599409684439703,0,0000,0.0,0,7,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8900,False,False
4012,XME,1h,state_session=lunch + state_slope=uptrend,long,rejected,sample_starved_unsupported,127,False,39,False,0.00020972624812555103,0.0007811430262596774,state_slope=uptrend,9.623044479635947e-05,0.927358004750936,0,0000,0.0,0,7,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9449,False,False
4013,KRE,1h,state_session=lunch + state_ext=neutral + state_slope=uptrend,long,rejected,sample_starved_unsupported,59,False,42,False,0.0032224628026935715,0.0018005256449690422,state_session=lunch + state_ext=neutral,9.301021945043713e-05,0.11397026370882068,0,0000,0.0,0,8,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1953,False,False
4014,SPG,1h,state_session=afternoon + state_slope=flat,long,rejected,sample_starved_unsupported,120,False,43,False,0.002468811857521095,0.001024831062246558,state_session=afternoon,8.058126089656448e-05,0.26869235543072056,0,0000,0.0,0,6,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3644,False,False
4015,OIH,1h,state_session=afternoon + state_ext=stretched_up + state_slope=uptrend,long,rejected,sample_starved_unsupported,59,False,24,False,0.004180525512125867,0.0047120688079741735,state_session=afternoon + state_ext=stretched_up,7.772934891928443e-05,0.2613125452252736,0,0000,0.0,0,8,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3584,False,False
4016,SNOW,1h,state_session=afternoon + state_ext=neutral + state_slope=flat,short,rejected,sample_starved_unsupported,98,False,36,False,0.0055698458637503095,0.010562614361230536,state_session=afternoon + state_slope=flat,7.474989110876212e-05,0.3292120208192153,0,0000,0.0,0,8,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4199,False,False
4017,ABT,1h,state_session=afternoon + state_ext=stretched_down,long,rejected,sample_starved_unsupported,22,False,30,False,-0.0011629395010189746,0.0004109711657937381,state_ext=stretched_down,7.247989443479172e-05,0.7029864900182061,0,0000,0.0,0,8,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,7557,False,False
4018,MCD,1h,state_session=afternoon + state_ext=neutral + state_slope=uptrend,short,rejected,sample_starved_unsupported,108,False,38,False,0.0015062966550865712,0.00019838633162349304,state_session=afternoon + state_slope=uptrend,6.553857866645218e-05,0.5768910669123177,0,0000,0.0,0,7,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6441,False,False
4019,WFC,1h,state_session=afternoon + state_ext=stretched_up,long,rejected,sample_starved_unsupported,44,False,19,False,0.0019509527175553415,0.000988188536493129,state_session=afternoon,6.278370354607455e-05,0.43541277193826877,0,0000,0.0,0,6,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,5187,False,False
4020,IBB,1h,state_session=afternoon + state_ext=neutral + state_slope=downtrend,long,rejected,sample_starved_unsupported,102,True,40,False,0.003408527999758218,0.0021175506819094887,state_session=afternoon + state_slope=downtrend,2.5319611098234725e-05,0.3158212925788553,0,0000,0.0,0,7,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,4082,False,False
4021,UBER,1h,state_session=afternoon + state_ext=stretched_down + state_slope=downtrend,long,rejected,sample_starved_unsupported,52,False,29,False,0.007209991088510769,0.007682294188426102,state_session=afternoon + state_ext=stretched_down,1.545877466043767e-05,0.14204729636903624,0,0000,0.0,0,8,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,2283,False,False
4022,NFLX,1h,state_ext=stretched_down + state_slope=flat,short,rejected,sample_starved_unsupported,41,False,13,False,0.0024055798568360888,0.0010449462323578898,state_ext=stretched_down,8.00271988876623e-06,0.25752136025095984,0,0000,0.0,0,8,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,3553,False,False
4023,CBOE,1h,state_session=afternoon + state_ext=stretched_down + state_slope=downtrend,short,rejected,sample_starved_unsupported,26,False,30,False,0.014612322297705224,0.01356481533442155,state_session=afternoon + state_ext=stretched_down,4.694156760010754e-06,0.12062982465692906,0,0000,0.0,0,8,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,2033,False,False
4024,NFLX,1h,state_session=lunch + state_slope=uptrend,short,rejected,sample_starved_unsupported,115,False,48,False,0.001962953359846199,0.0006023197353680002,state_slope=uptrend,3.6088779853307024e-07,0.6190587314287319,0,0000,0.0,0,6,6,0,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6824,False,False
4025,KBE,1h,state_session=afternoon + state_ext=neutral,long,rejected,parent_underperformed,286,False,139,True,0.002295745748548585,0.0009137781727909663,state_session=afternoon,-0.0001335220405466681,0.02831219283280806,0,0000,0.0,0,7,1,5,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,802,False,False
4026,GOOG,1h,state_ext=stretched_up + state_slope=uptrend,long,rejected,parent_underperformed,217,False,113,True,0.0035029989314014254,0.002108216570248074,state_ext=stretched_up,-0.00015502327293958045,0.037540957901861516,0,0000,0.0,0,8,1,5,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,968,False,False
4027,HAL,1h,state_ext=stretched_up + state_slope=uptrend,long,rejected,parent_underperformed,232,False,126,True,0.004263720286535457,0.005063821705709915,state_slope=uptrend,-0.00016059335779679013,0.0269215452073015,0,0000,0.0,0,8,1,5,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,782,False,False
4028,WFC,1h,state_session=morning + state_ext=neutral + state_slope=uptrend,long,rejected,parent_underperformed,93,False,59,True,0.003632199814773359,0.0026694356337111464,state_ext=neutral + state_slope=uptrend,-0.0006250579042805932,0.012369045702560477,0,0000,0.0,0,8,1,5,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,523,False,False
4029,ORCL,1h,state_ext=stretched_up + state_slope=uptrend,long,rejected,parent_underperformed,245,False,162,True,0.010036068900323561,0.010352461197680789,state_ext=stretched_up,-0.000767850082016238,0.02479318697261723,0,0000,0.0,0,8,0,6,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,746,False,False
4030,UNH,1h,state_ext=stretched_up + state_slope=uptrend,long,rejected,parent_underperformed,234,False,145,True,0.005389726733155081,0.0017114358292708966,state_slope=uptrend,-0.0013643465786123956,0.027861983630239173,0,0000,0.0,0,8,0,6,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,796,False,False
4031,GOOGL,1h,state_session=morning + state_ext=stretched_up + state_slope=uptrend,long,rejected,parent_underperformed,105,False,50,True,0.003753071749773207,0.002320772294153386,state_session=morning + state_ext=stretched_up,-0.0013947749449256257,0.0217361838273451,0,0000,0.0,0,8,1,5,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,684,False,False
4032,UNH,1h,state_session=morning + state_ext=stretched_up,long,rejected,parent_underperformed,118,False,75,True,0.004244966909836801,0.0005666760059526163,state_ext=stretched_up,-0.001417830727661184,0.0418223942855791,0,0000,0.0,0,8,1,5,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1028,False,False
4033,FCX,1h,state_session=morning + state_ext=stretched_up + state_slope=uptrend,long,rejected,parent_underperformed,114,False,67,True,0.003944400039438227,0.0033903900182417433,state_ext=stretched_up,-0.0016047874795012858,0.04714615932800825,0,0000,0.0,0,8,1,5,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1101,False,False
4034,UNH,1h,state_ext=stretched_up + state_vol=high_vol,long,rejected,parent_underperformed,141,False,56,True,0.0040095184772990415,0.0003312275734148572,state_ext=stretched_up,-0.0016532791601989432,0.02196778722602377,0,0000,0.0,0,8,1,5,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,690,False,False
4035,SMH,1h,state_session=morning + state_slope=flat,long,rejected,parent_underperformed,213,False,73,True,0.0053407210146675195,0.0016569086210744006,state_slope=flat,-0.0020215045712273696,0.021231460083880105,0,0000,0.0,0,8,0,6,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,675,False,False
4036,ISRG,1h,state_session=morning + state_slope=downtrend,long,rejected,parent_underperformed,163,False,77,True,0.004092161803050111,0.005505863218578731,state_slope=downtrend,-0.002085510645277581,0.016924471603179114,0,0000,0.0,0,8,0,6,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,608,False,False
4037,KLAC,1h,state_session=morning + state_slope=flat,long,rejected,parent_underperformed,187,False,54,True,0.008833428197043221,0.003950661467542396,state_slope=flat,-0.0032891938178532167,0.04257166546881219,0,0000,0.0,0,8,0,6,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1044,False,False
4038,AMAT,1h,state_session=morning + state_slope=flat,long,rejected,parent_underperformed,187,False,56,True,0.00653466602076456,0.0013216325777575715,state_slope=flat,-0.006394025606798226,0.040660611744622654,0,0000,0.0,0,8,0,6,2.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1013,False,False
4039,HUM,1h,state_session=afternoon + state_ext=neutral,long,rejected,parent_underperformed,188,False,78,True,0.007745840289401727,-0.00040424000567676824,state_session=afternoon,-0.0013442801234646654,0.038946449144640294,1,0001,0.25,0,1,1,6,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,989,False,False
4040,DOGE/USD,1h,state_ext=stretched_up + state_vol=mid_vol,long,rejected,rejected_unsupported,408,False,101,False,-0.0024685611293226964,-0.0018128535638894513,state_vol=mid_vol,-0.0015928802213218182,0.04623265467896154,1,0010,0.25,0,1,1,6,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1086,False,False
4041,CMCSA,1h,state_ext=neutral + state_vol=high_vol,short,rejected,parent_underperformed,230,False,92,True,0.004222752530674614,0.0021797081775819065,state_vol=high_vol,-0.0035200366459891335,0.03329405794711615,1,0010,0.25,0,8,0,3,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,888,False,False
4042,ADI,1h,state_session=morning + state_slope=flat,short,rejected,rejected_unsupported,198,False,51,False,-0.005508827270157232,-0.003201486505308861,state_session=morning,-0.004011744540692063,0.026660775469086184,1,1000,0.25,0,0,0,7,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,773,False,False
4043,OXY,1h,state_session=morning + state_ext=neutral,long,rejected,rejected_unsupported,316,False,99,False,-0.005772510676048791,-0.004068460142255442,state_session=morning,-0.004561211426678822,0.01578736798029423,1,0100,0.25,0,0,0,7,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,579,False,False
4044,RBLX,1h,state_ext=stretched_down + state_slope=downtrend,short,rejected,rejected_unsupported,331,False,116,False,-0.01208261673376449,-0.011692720696957098,state_ext=stretched_down,-0.00700897760472448,0.004258710783479058,1,1000,0.25,0,0,0,7,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,322,False,False
4045,KRE,1h,state_session=morning + state_ext=stretched_down,long,rejected,sample_starved_unsupported,61,False,7,False,0.00048505489879163905,-0.0009368822589328902,state_session=morning,0.0005663081977415992,0.8833114203652399,0,0000,0.0,0,1,8,1,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9091,False,False
4046,GOOG,1h,state_session=morning + state_ext=stretched_up,long,rejected,parent_underperformed,124,False,62,True,0.0034324534339545258,0.0020376710728011744,state_ext=stretched_up,-0.00022556877038648008,0.04791085485302804,0,0000,0.0,0,8,1,4,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1117,False,False
4047,DOGE/USD,1h,state_session=afternoon + state_ext=stretched_up + state_slope=uptrend,short,rejected,parent_underperformed,455,False,89,True,0.004045155551741456,0.003789447986308211,state_ext=stretched_up + state_slope=uptrend,-0.00028409098098900777,0.010690267260798691,0,0000,0.0,0,8,1,4,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,498,False,False
4048,LTC/USD,1h,state_session=morning + state_ext=stretched_up + state_slope=uptrend,short,rejected,parent_underperformed,330,False,52,True,0.0064403433533206655,0.006164336918005721,state_session=morning + state_ext=stretched_up,-0.000483670928046887,0.021923589819401457,0,0000,0.0,0,7,0,5,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,689,False,False
4049,AFRM,1h,state_session=morning + state_ext=neutral + state_slope=downtrend,long,provisional,sample_starved_unsupported,46,False,16,False,0.011155255565268272,0.005471710848879718,state_slope=downtrend,-0.0007570606971710053,0.003950081297983132,0,0000,0.0,0,8,1,8,2.25,provisional,provisional,provisional,provisional,provisional,provisional,provisional,provisional,10098,310,False,False
4050,NOC,1h,state_session=morning + state_ext=stretched_down,short,rejected,parent_underperformed,38,False,50,True,0.0050602168331846005,0.0025762720213461567,state_ext=stretched_down,-0.0008018476724857863,0.01748215144629839,0,0000,0.0,0,8,0,5,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,617,False,False
4051,ARM,1h,state_ext=stretched_up + state_slope=uptrend,long,rejected,parent_underperformed,232,False,229,True,0.013402568208747042,0.004204412743427871,state_ext=stretched_up,-0.0008465153974644458,0.03852539993319137,0,0000,0.0,0,8,0,5,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,978,False,False
4052,SMH,1h,state_ext=neutral + state_slope=flat,long,rejected,parent_underperformed,411,False,95,True,0.00628570834521422,0.0026018959516211013,state_slope=flat,-0.001076517240680669,0.033985617087714415,0,0000,0.0,0,8,0,5,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,897,False,False
4053,ISRG,1h,state_ext=neutral + state_slope=downtrend,long,rejected,parent_underperformed,206,False,92,True,0.004310843005903527,0.005724544421432147,state_slope=downtrend,-0.0018668294424241654,0.031779868754454155,0,0000,0.0,0,8,0,5,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,871,False,False
4054,BSX,1h,state_session=morning + state_slope=uptrend,short,rejected,parent_underperformed,181,False,68,True,0.0051738548609435095,0.0012637924577244388,state_slope=uptrend,-0.00231101901870605,0.019621482630036713,0,0000,0.0,0,8,0,5,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,651,False,False
4055,LIN,1h,state_session=morning + state_slope=downtrend,long,rejected,parent_underperformed,168,False,74,True,0.0026276651326379028,0.0018825963063063976,state_slope=downtrend,-0.002454444135718885,0.04750634292991451,0,0000,0.0,0,8,0,5,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1108,False,False
4056,UNH,1h,state_session=morning + state_slope=uptrend,long,rejected,parent_underperformed,160,False,89,True,0.003955063046725595,0.00027677214284141036,state_slope=uptrend,-0.002799010265041882,0.039226123542446256,0,0000,0.0,0,8,0,5,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,995,False,False
4057,ETHE,1h,state_session=morning + state_ext=stretched_up,short,rejected,parent_underperformed,206,False,56,True,0.005536296694692159,0.004078777348843312,state_ext=stretched_up,-0.0038928572985382926,0.007628121080538897,0,0000,0.0,0,7,0,5,2.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,417,False,False
4058,LQD,1h,state_ext=neutral + state_vol=low_vol,short,rejected,parent_underperformed,516,False,68,True,0.0014054478311964155,0.0016025033317805513,state_vol=low_vol,0.0,0.047874633376055575,1,0001,0.25,0,8,0,2,2.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1116,False,False
4059,TIP,1h,state_ext=neutral + state_vol=low_vol,short,rejected,parent_underperformed,468,False,109,True,0.0011582874665264512,0.001096749232431215,state_vol=low_vol,0.0,0.027613435581987922,1,0001,0.25,0,8,0,2,2.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,791,False,False
4060,NOC,1h,state_session=afternoon + state_ext=neutral,long,rejected,rejected_unsupported,271,False,110,False,-0.003596240914940945,-0.0007122961031025003,state_ext=neutral,-0.0010263588273117527,0.04009665783144922,1,0100,0.25,0,0,0,6,2.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1007,False,False
4061,HUM,1h,state_ext=stretched_down + state_vol=low_vol,short,rejected,sample_starved_unsupported,77,False,13,False,-0.010102442665990523,-0.0015523623709120249,state_vol=low_vol,0.0011414554237748082,0.17963641987408208,0,0000,0.0,0,1,7,1,2.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,2719,False,False
4062,LIN,1h,state_ext=stretched_up + state_slope=uptrend,long,rejected,sample_starved_unsupported,96,False,34,False,-0.0004146362186074783,-0.0011597050449389835,state_slope=uptrend,0.0011251473884100359,0.892659325261596,0,0000,0.0,0,1,8,0,2.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9170,False,False
4063,KLAC,1h,state_session=afternoon + state_ext=stretched_down,long,rejected,sample_starved_unsupported,62,False,32,False,0.004778004532012865,-0.00010476219748796044,state_session=afternoon,0.0007888449037454165,0.5720627229759367,0,0000,0.0,0,2,8,0,2.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,6399,False,False
4064,AMC,1h,state_ext=stretched_down + state_slope=flat,long,rejected,sample_starved_unsupported,135,False,32,False,-0.0011666251903587263,-0.007088458419445116,state_ext=stretched_down,0.0007018474288807447,0.8112351653775598,0,0000,0.0,0,0,8,0,2.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8460,False,False
4065,MSFT,1h,state_session=afternoon + state_slope=flat,short,rejected,sample_starved_unsupported,149,False,45,False,-0.0009668669519812803,-0.00020363093497736658,state_slope=flat,0.0004751772164286721,0.8182342454460465,0,0000,0.0,0,2,8,0,2.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8512,False,False
4066,XLF,1h,state_ext=stretched_up + state_vol=mid_vol,long,rejected,sample_starved_unsupported,110,False,28,False,6.956680737490825e-05,-5.778638988774105e-05,state_vol=mid_vol,0.00040044447690186524,0.9595478529329697,0,0000,0.0,0,1,8,0,2.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9751,False,False
4067,IGV,1h,state_session=afternoon + state_ext=stretched_down,short,rejected,sample_starved_unsupported,54,False,31,False,-0.0013193651264192087,-7.988509104847911e-06,state_ext=stretched_down,0.0003595846260289065,0.78813264217459,0,0000,0.0,0,2,8,0,2.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8283,False,False
4068,PFE,1h,state_ext=stretched_down + state_vol=mid_vol,short,rejected,sample_starved_unsupported,74,False,13,False,-7.581662399358191e-05,-0.000626574681368164,state_vol=mid_vol,0.0003547833226703556,0.9807958556382932,0,0000,0.0,0,1,8,0,2.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9927,False,False
4069,XOP,1h,state_ext=stretched_up + state_vol=low_vol,short,rejected,sample_starved_unsupported,27,False,27,False,0.00016257362513944854,-0.00027596497353333507,state_ext=stretched_up,0.0001631957844565322,0.9500191917206369,0,0000,0.0,0,1,8,0,2.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,9658,False,False
4070,AEP,1h,state_ext=stretched_up + state_slope=uptrend,long,rejected,sample_starved_unsupported,92,False,49,False,-0.00038210532979777447,-0.0005002485125553997,state_slope=uptrend,8.807105882795488e-05,0.8495894495285623,0,0000,0.0,0,2,8,0,2.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,8806,False,False
4071,SHY,1h,state_ext=neutral + state_vol=mid_vol,long,rejected,rejected_unsupported,436,False,151,False,-0.0002945991057255595,-1.934517195975122e-05,state_ext=neutral,-1.934517195975122e-05,0.03679712152911807,0,0000,0.0,0,0,0,8,2.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,952,False,False
4072,AMD,1h,state_session=morning + state_slope=uptrend,long,rejected,parent_underperformed,167,False,128,True,0.007708492122135166,-0.0008625265648741307,state_session=morning,-2.7381769999942213e-05,0.003710305513544343,0,0000,0.0,0,2,1,7,2.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,298,False,False
4073,SHY,1h,state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,463,False,124,False,-0.0003809222771996387,-0.00010566834343383042,state_ext=neutral,-0.00010566834343383042,0.013556293004386655,0,0000,0.0,0,1,0,8,2.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,551,False,False
4074,TLT,1h,state_session=morning + state_slope=flat,short,rejected,rejected_unsupported,906,False,601,False,-0.0005054696841848184,-0.0002366431077065276,state_session=morning,-0.0001511537479527785,0.03523959128434928,0,0000,0.0,0,0,1,7,2.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,920,False,False
